label,source,text,username,mention,title,state
From: Howard Coble (Representative from North Carolina),twitter,coble statement on latest cr votes http://t.co/xh4qovtgc9,howard coble,[],Representative,North Carolina
From: Jan Schakowsky (Representative from Illinois),twitter,saving women's lives #obamacareinthreewords,jan schakowsky,[],Representative,Illinois
From: Fred Upton (Representative from Michigan),twitter,dr lonnie shea and his research team share their work in cancer biology and regenerative medicine #path2cures http://t.co/b5es8qvuva,fred upton,[],Representative,Michigan
From: Frederica Wilson (Representative from Florida),twitter,my heart and prayers are with the martin family. i will continue to fight for justice for trayvon.,frederica wilson,[],Representative,Florida
From: Frederica Wilson (Representative from Florida),twitter,@clancycnn: there are some two hundred #chibokgirls waiting for all of us to do something.  #bringbackourgirls now.  today. #joinrepwilson,frederica wilson,['@clancycnn'],Representative,Florida
From: Scott Perry (Representative from Pennsylvania),twitter,"yesterday, the @gburg_times published my op-ed about common sense immigration reform. http://t.co/6xunlqjplt",scott perry,['@gburg'],Representative,Pennsylvania
From: Barbara Lee (Representative from California),twitter,#letsgooakland,barbara lee,[],Representative,California
From: Joe Donnelly (Senator from Indiana),twitter,"the sexton act would integrate mental health assessments into a soldierûªs annual pha, improving upon the existing system. #milhealth",joe donnelly,[],Senator,Indiana
From: Michael Enzi (Senator from Wyoming),twitter,being a senator means getting votes on what you want and also having to take tough votes on what you donûªt. http://t.co/w6nxfy8c7u,michael enzi,[],Senator,Wyoming
From: Tim Scott (Senator from South Carolina),twitter,great visiting coastal coffee roasters in summerville as part of #smallbusinesssaturday! #whoyagonnacall http://t.co/mbv8odiyck,tim scott,[],Senator,South Carolina
From: Bernard Sanders (Senator from Vermont),twitter,the us has the most unequal distribution of income of any major country in the industrialized world.,bernard sanders,[],Senator,Vermont
From: Darrell Issa (Representative from California),twitter,we need a strategic plan to stop the spread of #isis's hateful ideology and violence. #hjres123 #isis,darrell issa,[],Representative,California
From: David Vitter (Senator from Louisiana),twitter,"great questions at my town hall meeting in laplace. good discussion on border crisis, va, and flood insurance. http://t.co/nwnwaqowse",david vitter,[],Senator,Louisiana
From: Amy Klobuchar (Senator from Minnesota),twitter,this week is 20th anniversary of violence against women act. ravens did right thing &amp; released ray rice. reminder we have work to do.,amy klobuchar,[],Senator,Minnesota
From: Bill Flores (Representative from Texas),twitter,"in a few minutes, the house will vote to defund obamacare and avoid a government shut down. #senatemustact",bill flores,[],Representative,Texas
From: Jim Langevin (Representative from Rhode Island),twitter,pleased that @cmsgov has been so responsive to the needs of ri's hospitals and health care workers http://t.co/vsdgxm6ktu,jim langevin,['@cmsgov'],Representative,Rhode Island
From: Alan Lowenthal (Representative from California),twitter,glad @jerrybrowngov signed the anti-human trafficking sb955 into law. ca should lead the way--i applaud his decision. http://t.co/x4qom8gwiu,alan lowenthal,['@jerrybrowngov'],Representative,California
From: Steny Hoyer (Representative from Maryland),twitter,"wishing a happy birthday to a #makeitinamerica champion and my friend from illinois, @replipinski.",steny hoyer,['@replipinski'],Representative,Maryland
From: John Boehner (Representative from Ohio),twitter,"#obamacare website faces security risks, watchdog finds http://t.co/wh3ec84300 via @wsjhealth",john boehner,['@wsjhealth'],Representative,Ohio
From: Marsha Blackburn (Representative from Tennessee),twitter,i'll join @stevemtalk at 3:20pm et to discuss the president's #waroncoal. tune in here: http://t.co/upvxsiiytv,marsha blackburn,['@stevemtalk'],Representative,Tennessee
From: Jeffrey Denham (Representative from California),twitter,"pleased to join california edition's brad pomerance to discuss immigration reform, which you can watch online here: http://t.co/5qqgnidltu",jeffrey denham,[],Representative,California
From: Orrin Hatch (Senator from Utah),twitter,senator hatch backs bill to protect americansûª private health care information http://t.co/wfp86bn3bz,orrin hatch,[],Senator,Utah
From: Todd Rokita (Representative from Indiana),twitter,proud cosponsor of the #emailprivacyact. learn more about this bill to strengthen the 4th amdt. http://t.co/g3l2lapiud,todd rokita,[],Representative,Indiana
From: Patrick McHenry (Representative from North Carolina),twitter,great day for #religiousfreedom as #scotus sides with #hobbylobby in case on aca's contraception mandate. #istandwithhobbylobby,patrick mchenry,[],Representative,North Carolina
From: Patrick Murphy (Representative from Florida),twitter,"#tax tips newsletter: http://t.co/b0jw2ptvse to get future updates like this, be sure to subscribe to my e-newsletter.",patrick murphy,[],Representative,Florida
From: Mary Landrieu (Senator from Louisiana),twitter,house @transportûªs review of #morganzatothegulf today was long overdue but welcomed step toward including it in final water resources bill,mary landrieu,['@transport'],Senator,Louisiana
From: Joe Manchin III (Senator from West Virginia),twitter,pleased @epa has extended the comment period to 12/1 for the carbon emissions rule. for directions on how 2 comment: http://t.co/z46ohlqxgj,joe manchin iii,['@epa'],Senator,West Virginia
From: Mitch McConnell (Senator from Kentucky),twitter,.@leecruse thanks for having sen. mcconnell on your show on @wvlk today to discuss hemp seeds being held up by dea. #kentucky,mitch mcconnell,"['@leecruse', '@wvlk']",Senator,Kentucky
From: Michael Bennet (Senator from Colorado),twitter,"the @pueblochieftain on our #immigration bill: ""congress has a historic opportunity to do something useful."" http://t.co/zqox6fjo5w",michael bennet,['@pueblochieftain'],Senator,Colorado
From: Eric Swalwell (Representative from California),twitter,@_jmilly great to see you at the @deltas_united get fit event in hayward!,eric swalwell,['@deltas'],Representative,California
From: John Boehner (Representative from Ohio),twitter,the #ableact levels the playing field for those w/ disabilities. letûªs make it law of the land: http://t.co/7tkp4g6xpp,john boehner,[],Representative,Ohio
From: Dennis Ross (Representative from Florida),twitter,bipartisan budget deal is step in right direction (though not ideal) - reduces deficit and does not raise taxes. http://t.co/s8qqifw4iy,dennis ross,[],Representative,Florida
From: Loretta Sanchez (Representative from California),twitter,if it's sunday.... about to sit down for .@meetthepress roundtable. check your local listings and tune in! http://t.co/xcpaaflmv3,loretta sanchez,['@meetthepress'],Representative,California
From: Pete Gallego (Representative from Texas),twitter,"talking to the winner of the congressional art competition. #tx23

3tx23 http://t.co/ezqgqhgxnb",pete gallego,[],Representative,Texas
From: Richard Blumenthal (Senator from Connecticut),twitter,happy 90th to jack davis of #madison. celebrating today in #guilford with wonderful family and community grateful for boundless service.,richard blumenthal,[],Senator,Connecticut
From: John Barrasso (Senator from Wyoming),twitter,the @epwrepublicans have yet to receive answers to our requests. video of #ginamccarthy press conference here: http://t.co/4sjchpu7l8,john barrasso,['@epwrepublicans'],Senator,Wyoming
From: Mike Quigley (Representative from Illinois),twitter,@katg4 understand concerns. important to note: bill still changing via amendments etc. so nothing final which is why we're following closely,mike quigley,['@katg4'],Representative,Illinois
From: RaÌ¼l Grijalva (Representative from Arizona),twitter,rt @repjimmcdermott: if only the #gop were as committed to job growth as it is to meaningless gestures. #obamacare #37x http://t.co/lx3kjvzû_,raì¼l grijalva,['@repjimmcdermott'],Representative,Arizona
From: Tom Rice (Representative from South Carolina),twitter,"do you have ?s you'd like @darrellissa to ask the #irs commissioner tonight? if so, share them w/ him now: https://t.co/7uyph1zzoh #tcot",tom rice,['@darrellissa'],Representative,South Carolina
From: Lynn Westmoreland (Representative from Georgia),twitter,"my bill, h.r. 4604, the cfpb data collection security act, has been passed by @financialcmte. read more here --&gt; http://t.co/fzxapxbqyh",lynn westmoreland,['@financialcmte'],Representative,Georgia
From: Michael Crapo (Senator from Idaho),twitter,hope you will take time to read former senator judd greggûªs #obamacare op-ed in @thehill. #idpol http://t.co/xou8hic9i7,michael crapo,['@thehill'],Senator,Idaho
From: Chaka Fattah (Representative from Pennsylvania),twitter,deaths from narcotic painkillers quadrupled in past decade: cdc http://t.co/v3cid9tykk via @usnews,chaka fattah,['@usnews'],Representative,Pennsylvania
From: Cory Booker (Senator from New Jersey),twitter,"@scottlpa scott, when you say ""u need to stop it"" what are your specific suggestions? we've told them to stop &amp; alerted people of the truth",cory booker,['@scottlpa'],Senator,New Jersey
From: Debbie Wasserman Schultz (Representative from Florida),twitter,believe this cancer survivor - health care isn't simple. but republicans tell #obamacare stories in black and white. http://t.co/aq18scqhcz,debbie wasserman schultz,[],Representative,Florida
From: Niki Tsongas (Representative from Massachusetts),twitter,ûïmil needs environment where victims can come fwd w/o fear of retaliationû quote w @repmiketurner on dod #mst report http://t.co/2dcpjqpm4x,niki tsongas,['@repmiketurner'],Representative,Massachusetts
From: Diane Black (Representative from Tennessee),twitter,rt @replynnjenkins: good piece by @repmikepompeo in @usatoday on the president's health care law #trainwreck http://t.co/bcihyl6ukd,diane black,"['@replynnjenkins', '@repmikepompeo', '@usatoday']",Representative,Tennessee
From: Dianne Feinstein (Senator from California),twitter,"john brennan: in some cases, unauthorized interrogation techniques ûïwere abhorrent and rightly should be repudiated by all.û #readthereport",dianne feinstein,[],Senator,California
From: Cory Booker (Senator from New Jersey),twitter,i might consider making a beer run for pbo if he asked me rt @russellstinger: do u ever think that you will make a run for president?,cory booker,['@russellstinger'],Senator,New Jersey
From: Jason Chaffetz (Representative from Utah),twitter,i answered the call of @beckylockhart - ice bucket challenge to fight cancer https://t.co/afvsk5nnft i challenge @mayorbenmcadams #utpol,jason chaffetz,"['@beckylockhart', '@mayorbenmcadams']",Representative,Utah
From: Kelly Ayotte (Senator from New Hampshire),twitter,"video: on @foxnews, senator ayotte says #obamacare problems go beyond website http://t.co/h2kyockdiz",kelly ayotte,['@foxnews'],Senator,New Hampshire
From: Marc Veasey (Representative from Texas),twitter,tonight: don't forget to join me at my ft. worth town hall tonight from 6:30-8pm. http://t.co/u3mx24bpam,marc veasey,[],Representative,Texas
From: Joseph Kennedy III (Representative from Massachusetts),twitter,"thank you! mt @ryanoferguson: congrats @repjoekennedy on manufacturing act signed by pres obama. good for ma, good for us #mapoli",joseph kennedy iii,"['@ryanoferguson', '@repjoekennedy']",Representative,Massachusetts
From: Mark Udall (Senator from Colorado),twitter,"proud to honor #vietnam #vet thomas p. doody &amp; give his long-overdue presidential unit citation to his brother, jim. http://t.co/9ahlj1tlm6",mark udall,[],Senator,Colorado
From: Nita Lowey (Representative from New York),twitter,rt @janelernerny: ny medical college gets nih grant for sleep disorders - http://t.co/yrxeilprnd,nita lowey,['@janelernerny'],Representative,New York
From: Frank LoBiondo (Representative from New Jersey),twitter,rt @govchristie: help support @sandynjrelief by eating out on june 19th for @nationaldineout day. mary pat has all the details here: http:/û_,frank lobiondo,"['@govchristie', '@sandynjrelief', '@nationaldineout']",Representative,New Jersey
From: Richard Blumenthal (Senator from Connecticut),twitter,disheartened by todayûªs mccullen ruling: a step backwards for women exercising their constitutional right to safe &amp; legal abortion. -rb,richard blumenthal,[],Senator,Connecticut
From: Kenny Marchant (Representative from Texas),twitter,congratulations to the new committee chairmen from texas: @rephensarling @lamarsmithtx21 @mccaulpressshop and @petesessions.,kenny marchant,"['@rephensarling', '@lamarsmithtx21', '@mccaulpressshop', '@petesessions']",Representative,Texas
From: Robert Pittenger (Representative from North Carolina),twitter,congratulations to marine corps league 750 on dedication of memorial at freedom park...semper fi us marines http://t.co/wevn4lnnu9,robert pittenger,[],Representative,North Carolina
From: Steve Stockman (Representative from Texas),twitter,i love the earth... http://t.co/g87kaptedn,steve stockman,[],Representative,Texas
From: RaÌ¼l Grijalva (Representative from Arizona),twitter,glad to see @interior award $9.4m in grants to help native american tribes advance energy and mineral resources: https://t.co/kqh7agngf0,raì¼l grijalva,['@interior'],Representative,Arizona
From: Gus Bilirakis (Representative from Florida),twitter,a great visit from one of @uflorida's future quarterbacks ûò jaden vidal! http://t.co/ew8foqh5rp,gus bilirakis,['@uflorida'],Representative,Florida
From: Yvette Clarke (Representative from New York),twitter,happy centennial to the u.s. department of labor!,yvette clarke,[],Representative,New York
From: Jason Chaffetz (Representative from Utah),twitter,this is the attitude rather than working with us http://t.co/4ij4o8wot2,jason chaffetz,[],Representative,Utah
From: Steve Stockman (Representative from Texas),twitter,stockman seeks to protect workers from a labor unionûªs coercive û÷card checkûª system http://t.co/umjtjndzes #pjnet,steve stockman,[],Representative,Texas
From: Trey Radel (Representative from Florida),twitter,ûï@markdotdo: @treyradel dig the new tumblr theme. http://t.co/dkaxl4q6iuû thanks man!,trey radel,"['@markdotdo', '@treyradel']",Representative,Florida
From: Christopher Murphy (Senator from Connecticut),twitter,"no matter what question you ask the nra, there is always only one answer: ""more guns"".",christopher murphy,[],Senator,Connecticut
From: Sanford Bishop Jr. (Representative from Georgia),twitter,.@colsgachamber rt: happy to announce my membership with the congressional defense communities caucus. #veterans,sanford bishop jr.,['@colsgachamber'],Representative,Georgia
From: Mark Pryor (Senator from Arkansas),twitter,"rt @arkbusiness: mark pryor, john boozman introduce bill to help farmers affected by turner grain http://t.co/r5uwcdyto3",mark pryor,['@arkbusiness'],Senator,Arkansas
From: Carl Levin (Senator from Michigan),twitter,"carl congratulates rep. john dingell, a ""most remarkable man."" http://t.co/6pmsohbjca",carl levin,[],Senator,Michigan
From: Maxine Waters (Representative from California),twitter,it is simply outrageous that the board of aig would even consider suing the federal government. read my full statement: http://t.co/naz23skj,maxine waters,[],Representative,California
From: John Boehner (Representative from Ohio),twitter,live @ 11:30 am et on http://t.co/poy0jeqqmz: remembering 1989 #tiananmen square massacre w/ leader pelosi &amp; @repchrissmith,john boehner,['@repchrissmith'],Representative,Ohio
From: John McCain (Senator from Arizona),twitter,rt @benaffleck: please take a moment to read a powerful op-ed by @easterncongo board member @cindymccain on her recent trip to #congo http:û_,john mccain,"['@benaffleck', '@easterncongo', '@cindymccain']",Senator,Arizona
From: Trey Gowdy (Representative from South Carolina),twitter,"joining ""the kelly file"" tonight on @foxnews to talk lois lerner. tune in at 9 pm et",trey gowdy,['@foxnews'],Representative,South Carolina
From: Ted Cruz (Senator from Texas),twitter,think obamacare is bad? it's just the first step: http://t.co/45zvqspt1a we can stop it. #dontfundit #defundobamacare,ted cruz,[],Senator,Texas
From: John Cornyn (Senator from Texas),twitter,trust: ds vs rs http://t.co/heizqzfdjm,john cornyn,[],Senator,Texas
From: C.A. Dutch Ruppersberger (Representative from Maryland),twitter,"hey, #md02 ! need help? my office is coming to you! visit my facebook page for more information on how i can help! https://t.co/hjdtabwtaq",c.a. dutch ruppersberger,[],Representative,Maryland
From: Michael Fitzpatrick (Representative from Pennsylvania),twitter,my opening remarks at today's @financialcmte hearing on @cfpb's consumer data collection: http://t.co/ylurirroqj,michael fitzpatrick,"['@financialcmte', '@cfpb']",Representative,Pennsylvania
From: Mike Pompeo (Representative from Kansas),twitter,"shutting down power plants and giving an advantage to politically connected û÷green energyûª companies isn't a ""fair"" plan.",mike pompeo,[],Representative,Kansas
From: Eric Cantor (Representative from Virginia),twitter,i'll be on @foxnewssunday with chris wallace this morning. tune in!,eric cantor,['@foxnewssunday'],Representative,Virginia
From: Joe Heck (Representative from Nevada),twitter,attention #nv03 - i'm hosting a job fair/career skills workshop oct 7. all employers looking to hire. visit http://t.co/l6xkd3zcwq for info,joe heck,[],Representative,Nevada
From: Sheldon Whitehouse (Senator from Rhode Island),twitter,"great roundtable on #gunviolence in #ri today. mayors, mothers, police all came together to discuss solutions w/us: http://t.co/vohnkou7km",sheldon whitehouse,[],Senator,Rhode Island
From: Walter Jones (Representative from North Carolina),twitter,may the peace of christ be with you and your family this easter sunday. http://t.co/sdqpkz6nso,walter jones,[],Representative,North Carolina
From: Cathy McMorris Rodgers (Representative from Washington),twitter,live: letûªs leave our kids with the america our parents gave us--one in which everyone has the opportunity to succeed http://t.co/sqar4wjwcz,cathy mcmorris rodgers,[],Representative,Washington
From: Terri Sewell (Representative from Alabama),twitter,learning about the tools of the trade! http://t.co/osggvfwey9,terri sewell,[],Representative,Alabama
From: John Barrow (Representative from Georgia),twitter,"once again, i'm cosponsoring a real #nobudgetnopay, one that actually encourages house &amp; senate to do its job.  http://t.co/lzq4bbvf",john barrow,[],Representative,Georgia
From: John Carney (Representative from Delaware),twitter,thoughts &amp; prayers 4 families in #oklahoma affected by tornadoes. may they be blessed with strength &amp; courage in face of this tragedy #netde,john carney,[],Representative,Delaware
From: Matt Salmon (Representative from Arizona),twitter,it is now up to harry reid and the president to accept a responsible compromise to keep the government open. http://t.co/rct8macv76 #az05,matt salmon,[],Representative,Arizona
From: David Price (Representative from North Carolina),twitter,my column in today's @theobserver on the opportunity presented by the interim nuclear agreement with iran. #ncpol http://t.co/yztaoiubpy,david price,['@theobserver'],Representative,North Carolina
From: Darrell Issa (Representative from California),twitter,.@repduckworth blasts witness for claiming veterans disability to gain gov't contracts http://t.co/d4neaa8poa #irs,darrell issa,['@repduckworth'],Representative,California
From: Adam Smith (Representative from Washington),twitter,enjoyed meeting kids @ hidden village boys &amp; girls club &amp; discussing summer meals program with @foodlifeline staff. http://t.co/hufmrhkodh,adam smith,['@foodlifeline'],Representative,Washington
From: Thad Cochran (Senator from Mississippi),twitter,honored to receive a public service citiation from our @secnav ray mabus: http://t.co/zmzsfi7d http://t.co/gppmjy86,thad cochran,['@secnav'],Senator,Mississippi
From: Lynn Jenkins (Representative from Kansas),twitter,big home wins today for my @kstate wildcats and @kuhoops!!,lynn jenkins,"['@kstate', '@kuhoops']",Representative,Kansas
From: Rick Larsen (Representative from Washington),twitter,"arlington eagles win state fastpitch championship #oftheworld! great job, eagles. @northsnohomish @heraldnetsports",rick larsen,"['@northsnohomish', '@heraldnetsports']",Representative,Washington
From: Frank Wolf (Representative from Virginia),twitter,"submit your questions for rep. wolf using the hashtag #cspanwj or @cspanwj, or call in: 202-585-3881 (republicans), 202-585-3880 (democrats)",frank wolf,['@cspanwj'],Representative,Virginia
From: Charles Boustany Jr. (Representative from Louisiana),twitter,#obamacare is more unpopular than ever. read why: http://t.co/jkhuakfklv #la03,charles boustany jr.,[],Representative,Louisiana
From: Marsha Blackburn (Representative from Tennessee),twitter,joining msnbc this morning at 9:10 central. hope you'll tune in.,marsha blackburn,[],Representative,Tennessee
From: Heidi Heitkamp (Senator from North Dakota),twitter,"with bipartisan work &amp; cooperation, we passed a bill that will #fixflood insurance rates for folks all across nd http://t.co/s6vaaqfcts",heidi heitkamp,[],Senator,North Dakota
From: John Kline (Representative from Minnesota),twitter,kellogg woman and her husband farm. concerned about not qualifying for disaster assistance when their grass suffered drought. #klinetth,john kline,[],Representative,Minnesota
From: Jason Smith (Representative from Missouri),twitter,#obamacare: working the way it's supposed to? http://t.co/x0uq3ov4lb #trainwreck,jason smith,[],Representative,Missouri
From: Barbara Lee (Representative from California),twitter,congrats to #berkeleyûªs @alicewaters on being named one of @time magazineûªs 100 most influential people! #time100,barbara lee,"['@alicewaters', '@time']",Representative,California
From: Louise Slaughter (Representative from New York),twitter,even conservative icons ronald reagan &amp; justice scalia have recognized the need for commonsense protections from gun violence #nowisthetime,louise slaughter,[],Representative,New York
From: Roger Williams (Representative from Texas),twitter,"good morning #tx25! looking forward to a busy day ahead. today, the house will continue debate of homeland appropriations.",roger williams,[],Representative,Texas
From: Steve Pearce (Representative from New Mexico),twitter,great work to all the firefighters and officials working on the four fires in the monzano and gallinas mountains.,steve pearce,[],Representative,New Mexico
From: Michael Crapo (Senator from Idaho),twitter,enjoyed the opportunity to visit with @uinations students yesterday. glad they got to see a committee hearing. #idpol http://t.co/qyfzxhmlir,michael crapo,['@uinations'],Senator,Idaho
From: Jackie Walorski (Representative from Indiana),twitter,@infarmbureau thank you!,jackie walorski,['@infarmbureau'],Representative,Indiana
From: Patty Murray (Senator from Washington),twitter,murray: that sacrifice should not have to come in the form of unwanted sexual contact from within the ranks. #combatmsa,patty murray,[],Senator,Washington
From: Scott Peters (Representative from California),twitter,reminder from @sdcaltrans - portions of southbound i-15 in north county will be closed sat. eve - mon am. http://t.co/4eeunbu6gf,scott peters,['@sdcaltrans'],Representative,California
From: Kelly Ayotte (Senator from New Hampshire),twitter,"very sorry to hear of the passing of sen. howard baker, who devoted his life to serving his country. (1/2)",kelly ayotte,[],Senator,New Hampshire
From: Donald Payne Jr. (Representative from New Jersey),twitter,thx! happy thanksgiving! mt .@barbrhondi: @repdonaldpayne this #thanksgiving i am #grateful4gunsense you've shown. thx! #momsdemandaction,donald payne jr.,"['@barbrhondi', '@repdonaldpayne']",Representative,New Jersey
From: Joyce Beatty (Representative from Ohio),twitter,@repbeatty is fighting to pass the paycheck fairness act because equal pay deserves equal work!  #happyequalpayday! http://t.co/jto96guqjp,joyce beatty,['@repbeatty'],Representative,Ohio
From: Tim Griffin (Representative from Arkansas),twitter,ask a question in my online townhall @crowdhall and vote on your favorites! http://t.co/xgqnfwzxnw #ar2 #arkansas #tcot #cutwaste #sequester,tim griffin,['@crowdhall'],Representative,Arkansas
From: Mitch McConnell (Senator from Kentucky),twitter,senate dems are now pledging to finally ûò finally ûò produce a #budget. iûªll be interested to see what they put forward.,mitch mcconnell,[],Senator,Kentucky
From: Christopher Murphy (Senator from Connecticut),twitter,every day there is a new drawing on my dc exec assistant's door. going to start sharing a few. http://t.co/u708ztdktm,christopher murphy,[],Senator,Connecticut
From: John Duncan Jr. (Representative from Tennessee),twitter,very wise words from my friend @repmcclintock this am http://t.co/dgw1iis0ja #bordercrisis,john duncan jr.,['@repmcclintock'],Representative,Tennessee
From: Ted Poe (Representative from Texas),twitter,"tonight president obama left americans with a case of deja vu, delivering a speech filled with recycled promises... http://t.co/n8swoqvmgc",ted poe,[],Representative,Texas
From: Jan Schakowsky (Representative from Illinois),twitter,i'm proud to see #vawa passed the house today http://t.co/m2efnyzjfs,jan schakowsky,[],Representative,Illinois
From: Steve Scalise (Representative from Louisiana),twitter,h/t for ur leadership onåê#keystonexl- mt @leeterryne: landowner telling me &amp;åê@repfreduptonåêhe's pleased w/building a pipeline in his land.,steve scalise,"['@leeterryne', '@repfredupton']",Representative,Louisiana
From: Dana Rohrabacher (Representative from California),twitter,@migrainediva @speakerboehner @presenteorg you are passing on a lie,dana rohrabacher,"['@migrainediva', '@speakerboehner', '@presenteorg']",Representative,California
From: Dana Rohrabacher (Representative from California),twitter,@banuaba that is how lies get circulated. i blame terrorists for all innocent deaths that happen when they attack or when others retaliate,dana rohrabacher,['@banuaba'],Representative,California
From: Jim Renacci (Representative from Ohio),twitter,"thank you, @stevescalise!",jim renacci,['@stevescalise'],Representative,Ohio
From: Mike Grimm (Representative from New York),twitter,"on tues, the @financialcmte will hear from #fhfa dir. demarco on his agency's conservatorship of @fanniemae &amp; @freddiemac.tune in @10 am",mike grimm,"['@financialcmte', '@fanniemae', '@freddiemac', '@10']",Representative,New York
From: Tim Johnson (Senator from South Dakota),twitter,chaired @senatebanking hearing 2day on impact default would have on financial stability &amp; economic growth. watch here:http://t.co/ggh7wfs14k,tim johnson,['@senatebanking'],Senator,South Dakota
From: Sander Levin (Representative from Michigan),twitter,a story shared by millions of americans - http://t.co/lyhehtoja8. let's stand for the 2.8mill in need &amp; #renewui now http://t.co/e2kryk1qjn,sander levin,[],Representative,Michigan
From: Bernard Sanders (Senator from Vermont),twitter,the us has tripled its defense spending since 1997 and spends more on defense than the rest of the world combined. #budget,bernard sanders,[],Senator,Vermont
From: Mark Kirk (Senator from Illinois),twitter,"in 2014 we worked to stop nuclear #iran, confront #isis &amp; support #israel. #yearinreview2014: http://t.co/okaekkhq9z https://t.co/malyyyzhtm",mark kirk,[],Senator,Illinois
From: Tim Griffin (Representative from Arkansas),twitter,"american history is marked by great moments, &amp; the dream of dr. martin luther king jr. is on full display today... http://t.co/ahuunwud #ar2",tim griffin,[],Representative,Arkansas
From: Keith Rothfus (Representative from Pennsylvania),twitter,thanks for standing w/ me to preserve #medicareadvantage choice for seniors. we're 108 strong! #ff @repjimmatheson @buckmckeon @repmckinley,keith rothfus,"['@repjimmatheson', '@buckmckeon', '@repmckinley']",Representative,Pennsylvania
From: John Boehner (Representative from Ohio),twitter,"photo: @greggharper, @repfredupton, @repmartharoby, @susanwbrooks after recording the weekly #gop address http://t.co/ls6ax7aknk",john boehner,"['@greggharper', '@repfredupton', '@repmartharoby', '@susanwbrooks']",Representative,Ohio
From: Rosa DeLauro (Representative from Connecticut),twitter,thrilled to introduce #familyact with @sengillibrand. good for both families &amp; businesses. http://t.co/48moccxzzo,rosa delauro,['@sengillibrand'],Representative,Connecticut
From: Ron DeSantis (Representative from Florida),twitter,thank you so much for your kind words of support! mt @trishlaird @repdesantis congratulations on the passage of your first bill!,ron desantis,"['@trishlaird', '@repdesantis']",Representative,Florida
From: James Lankford (Representative from Oklahoma),twitter,stopped by #scotus earlier to show my support for hobby lobby #religiousliberty http://t.co/p4sanjrdae,james lankford,[],Representative,Oklahoma
From: Alan Grayson (Representative from Florida),twitter,the original chickenhawk. http://t.co/gqthseclxb,alan grayson,[],Representative,Florida
From: Jeanne Shaheen (Senator from New Hampshire),twitter,frank will be speaking in washington today at the smithsonian. wishing him luck!,jeanne shaheen,[],Senator,New Hampshire
From: Christopher Murphy (Senator from Connecticut),twitter,@billclinton in #newhaven. note the only non coffee drinker in this group. http://t.co/mx9kklku7t,christopher murphy,['@billclinton'],Senator,Connecticut
From: Tim Scott (Senator from South Carolina),twitter,"thoughts&amp;prayers w/the family of sen lautenberg today, the last wwii veteran in the senate. thank you for your service to our nation senator",tim scott,[],Senator,South Carolina
From: Doug Lamborn (Representative from Colorado),twitter,an update on fight to protect religious freedom in military on tony perkins radio show today at 5:35 et http://t.co/iw6uo1svxg,doug lamborn,[],Representative,Colorado
From: Sean Maloney (Representative from New York),twitter,"working with @agschneiderman to ensure schools are safe haven for students to learn and grow, not a place of hatred and persecution",sean maloney,['@agschneiderman'],Representative,New York
From: Mitch McConnell (Senator from Kentucky),twitter,"mm: ""i will not stand idly by while this admnistration &amp; this epa try to wipe out the lifeblood of my home state."" http://t.co/ptqmtemvoe",mitch mcconnell,[],Senator,Kentucky
From: Jason Smith (Representative from Missouri),twitter,giving a congressional update and answered residents' questions at chateau girardeau this morning in cape. http://t.co/zcvrz7wh7r,jason smith,[],Representative,Missouri
From: Dave Loebsack (Representative from Iowa),twitter,"hey @mumfordandsons, @cityofottumwa canûªt wait for you! great to see the community come together for this video. http://t.co/aumcw8lwgn",dave loebsack,"['@mumfordandsons', '@cityofottumwa']",Representative,Iowa
From: Michael Crapo (Senator from Idaho),twitter,the u.s. is on an unsustainable fiscal path. listening to a report from cbo at the first @senatebudget committee meeting of this congress.,michael crapo,['@senatebudget'],Senator,Idaho
From: Mario Diaz-Balart (Representative from Florida),twitter,it was a pleasure to join the @aipac miami club for their gala this evening http://t.co/caxw9aceqw,mario diaz-balart,['@aipac'],Representative,Florida
From: Pat Meehan (Representative from Pennsylvania),twitter,57% of americans don't trust #obamacare with their personal data #senatemustact,pat meehan,[],Representative,Pennsylvania
From: Cory Booker (Senator from New Jersey),twitter,rt @heraldnews see photos from the û÷run with coryûª event held july 5 in #capemay @corybooker http://t.co/nzplrfan5a û_ http://t.co/0euobswh2l,cory booker,"['@heraldnews', '@corybooker']",Senator,New Jersey
From: Jim Cooper (Representative from Tennessee),twitter,"rt @robrobinson: way to go, nashville! :) via @usatoday: best urban green spaces in north america http://t.co/tbvxijwnb2",jim cooper,"['@robrobinson', '@usatoday']",Representative,Tennessee
From: Bill Johnson (Representative from Ohio),twitter,"good morning, everyone! busy week ahead as the house will be back in session. stay up to date with my enewsletter: http://t.co/pq34xyjwoy",bill johnson,[],Representative,Ohio
From: Trey Radel (Representative from Florida),twitter,@morrow_brett ha! ur the man! u text one night bout #hiphop hug on floor right?,trey radel,['@morrow'],Representative,Florida
From: Richard Hudson (Representative from North Carolina),twitter,renee &amp; i enjoyed hosting #nc08 womenûªs symposium friday. check out this article highlighting the event @indytribune: http://t.co/cnglnz1vtc,richard hudson,['@indytribune'],Representative,North Carolina
From: Eric Cantor (Representative from Virginia),twitter,you shouldn't have to choose between work and family. it's #yourtime. #makinglifework http://t.co/vdqtw9jlob,eric cantor,[],Representative,Virginia
From: Mitch McConnell (Senator from Kentucky),twitter,mcconnell testifies in defense of the first amendmentûªs free speech protections http://t.co/bsz3m8xzct,mitch mcconnell,[],Senator,Kentucky
